All Members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"December 6, 2024",,,,,,,,,,,,Last Increase,,52 Week Range,,Dividend Growth,,,,Trailing Total Returns,,,,,,,Performance,,Profitability,,,Financial Strength,,,Valuation,,,,

Symbol,Company,FV,Sector,No Years,Price,Div Yield,5Y Avg Yield,Current Div,Payouts/ Year,Annualized,Previous Div,Ex-Date,Pay-Date,Low,High,DGR 1Y,DGR 3Y,DGR 5Y,DGR 10Y,TTR 1Y,TTR 3Y,Fair Value,FV %,,Streak Basis,Chowder Number,EPS 1Y,Revenue 1Y,NPM,CF/Share,ROE,Current R,Debt/Capital,ROTC,P/E,P/BV,PEG,New Member,Industry

KNSL,"Kinsale Capital Group, Inc.",,Financials,8,498.78,0.12,0.19,0.15,4,0.60,0.140,26/2/2024,13/3/2024,325.01,548.47,7.28,12.00,13.74,,12.58,42.52,At Fair Value,0,Blended,Ex-date,14,49.63,36.13,26.81,42.15,34.70,0.20,0.12,23.67,26.33,7.56,0.53,,Insurance

KNX,Knight-Swift Transportation Holdings Inc.,,Industrials,5,56.05,1.14,0.93,0.16,4,0.64,0.140,7/3/2024,25/3/2024,45.55,60.99,14.82,19.87,20.91,9.96,8.85,2.83,Above Fair Value,63,Blended,Ex-date,22,-90.09,7.54,0.51,5.04,0.51,1.01,0.33,0.95,232.65,1.24,-6.35,,Road and Rail

KO,The Coca-Cola Company,,Consumer Staples,62,62.92,3.08,3.11,0.485,4,1.94,0.460,14/3/2024,1/4/2024,57.47,73.53,5.23,4.67,3.79,4.83,32.33,14.46,At Fair Value,0,Blended,Ex-date,7,-3.08,2.97,22.45,1.29,37.23,1.07,0.63,11.87,29.74,11.67,5.06,,Beverages

KR,The Kroger Co.,,Consumer Staples,18,60.71,2.11,2.07,0.32,4,1.28,0.290,15/8/2024,1/9/2024,43.52,61.37,11.22,16.64,15.46,13.69,31.18,14.82,At Fair Value,0,Blended,Ex-date,18,43.71,1.41,1.85,8.76,23.06,1.54,0.70,10.18,15.72,3.36,1.12,,Food and Staples Retailing

KRC,Kilroy Realty Corporation,,Real Estate,6,40.3,5.36,4.85,0.54,4,2.16,0.520,29/9/2022,12/10/2022,30.71,43.78,0.00,2.26,2.82,4.44,29.88,-11.76,In the Margin of Safety,-25,Blended,Ex-date,8,-9.36,-2.34,17.78,4.63,3.92,1.39,0.48,1.88,23.11,0.85,-2.44,,Equity Real Estate Investment Trusts (REITs)

KRNY,Kearny Financial Corp.,,Financials,9,8.13,5.41,4.84,0.11,4,0.44,0.100,9/11/2021,24/11/2021,5.28,9.46,0.00,5.95,13.86,,6.20,-13.59,In the Margin of Safety,-14,Blended,Fiscal year ex-date excl. specials,19,0.00,-22.31,-70.42,0.55,-11.30,0.04,0.00,,-4.74,0.58,0.00,,Thrifts and Mortgage Finance

KTB,"Kontoor Brands, Inc.",,Consumer Discretionary,5,92.28,2.25,4.03,0.52,4,2.08,0.500,9/12/2024,19/12/2024,52.95,94.82,4.17,7.73,29.00,,92.15,22.63,Above Fair Value,43,Blended,Ex-date,31,17.44,-3.42,9.73,8.89,71.14,2.50,0.70,18.43,18.27,12.69,1.13,,"Textiles, Apparel and Luxury Goods"

KWR,Quaker Chemical Corporation,,Materials,17,154.3,1.26,0.98,0.485,4,1.94,0.455,17/10/2024,31/10/2024,151.31,221.94,4.60,4.83,4.02,5.66,6.39,-9.97,In the Margin of Safety,-15,Blended,Ex-date,5,641.51,-5.50,6.59,12.36,8.81,2.54,0.35,6.07,24.67,2.09,0.78,,Chemicals

LAD,"Lithia Motors, Inc.",,Consumer Discretionary,14,376.89,0.56,0.60,0.53,4,2.12,0.500,9/5/2024,24/5/2024,243.00,405.68,11.96,16.00,11.79,13.52,8.38,0.75,Above Fair Value,2,Blended,Ex-date excl. specials,12,-22.27,14.44,2.31,2.50,12.93,1.19,0.68,5.28,10.84,1.28,0.52,,Specialty Retail

LANC,Lancaster Colony Corporation,,Consumer Staples,62,184.15,2.06,1.92,0.95,4,3.80,0.900,5/12/2024,31/12/2024,161.54,215.31,5.89,6.27,6.73,7.42,9.13,3.56,In the Margin of Safety,0,Blended,Ex-date excl. specials,9,35.54,0.98,8.50,8.60,17.48,2.62,0.05,14.35,30.49,5.16,33.97,,Food Products

LAND,Gladstone Land Corporation,,Real Estate,11,11.8,4.75,3.45,0.047,12,0.56,0.047,22/7/2024,31/7/2024,11.65,15.36,9.70,3.88,2.54,-0.41,1.74,-12.50,At Fair Value,0,Blended,Ex-date,7,0.00,-2.41,16.48,0.99,2.05,0.79,0.47,1.55,-53.65,0.73,0.00,,Equity Real Estate Investment Trusts (REITs)

LARK,"Landmark Bancorp, Inc.",,Financials,23,24.1,3.32,3.70,0.2,4,0.80,0.190,13/2/2024,28/2/2024,17.05,25.25,5.00,6.72,6.03,6.06,21.63,-1.68,At Fair Value,0,Blended,Ex-date excl. specials,9,14.29,-1.38,21.69,2.88,9.92,0.03,0.00,,8.95,0.80,1.79,,Banks

LCII,LCI Industries,,Consumer Discretionary,9,117.35,3.92,3.19,1.15,4,4.60,1.050,29/11/2024,13/12/2024,96.19,131.36,0.00,8.38,10.94,,6.54,-0.14,At Fair Value,0,Blended,Ex-date excl. specials,15,163.60,-1.72,3.47,15.81,9.39,2.89,0.43,5.11,23.40,2.17,-17.43,,Auto Components

LCNB,LCNB Corp.,,Financials,7,17.17,5.13,5.29,0.22,4,0.88,0.210,30/11/2023,15/12/2023,12.42,17.92,4.77,5.01,5.30,3.24,12.20,0.36,At Fair Value,0,Blended,Ex-date,10,-69.62,3.03,9.48,4.59,3.12,0.05,0.00,,28.73,0.84,-1.56,,Banks

LDOS,"Leidos Holdings, Inc.",,Information Technology,6,163.76,0.98,1.43,0.4,4,1.60,0.380,16/12/2024,31/12/2024,105.52,202.90,5.56,3.28,3.18,1.74,78.93,20.93,Above Fair Value,3,Blended,Ex-date,4,724.68,7.41,7.37,10.31,27.04,1.24,0.53,11.47,18.06,4.62,1.32,,IT Services

LECO,"Lincoln Electric Holdings, Inc.",,Industrials,29,212,1.42,1.68,0.75,4,3.00,0.710,31/12/2024,15/1/2025,169.51,261.13,10.94,11.66,8.61,11.94,7.06,15.99,Above Fair Value,1,Blended,Ex-date,10,-1.89,-0.47,11.93,11.00,37.63,1.85,0.50,17.17,22.62,8.10,2.07,,Machinery

LFUS,"Littelfuse, Inc.",,Information Technology,14,243.43,1.15,0.99,0.7,4,2.80,0.650,22/8/2024,5/9/2024,222.91,275.58,8.17,10.39,8.41,11.29,8.39,-0.05,At Fair Value,0,Blended,Ex-date,10,-37.19,-10.12,8.88,14.14,7.83,3.56,0.27,5.15,33.70,2.55,6.23,,"Electronic Equipment, Instruments and Components"

LHX,"L3Harris Technologies, Inc.",,Industrials,23,238.14,1.95,2.08,1.16,4,4.64,1.140,7/3/2024,22/3/2024,193.34,265.74,1.77,5.72,10.50,10.33,39.62,4.81,At Fair Value,0,Blended,Declaration date,12,-18.65,13.32,5.71,11.70,6.26,1.05,0.41,4.61,36.93,2.35,-7.92,,Aerospace and Defense

LII,Lennox International Inc.,,Industrials,15,651.33,0.71,1.20,1.15,4,4.60,1.100,28/6/2024,15/7/2024,406.40,682.50,4.17,10.02,9.80,13.05,62.81,28.82,Above Fair Value,26,Blended,Ex-date,11,39.19,4.68,14.64,25.85,165.02,1.40,0.66,29.72,28.53,28.56,1.62,,Building Products

LIN,Linde plc,,Materials,31,448.58,1.24,1.45,1.39,4,5.56,1.275,13/3/2024,28/3/2024,396.07,487.49,9.02,9.54,9.56,7.89,29.64,19.22,Above Fair Value,23,Blended,Ex-date,11,8.81,1.77,19.33,19.43,16.19,0.96,0.36,9.01,35.93,5.80,4.10,,Chemicals

LKFN,Lakeland Financial Corporation,,Financials,11,73.97,2.60,2.72,0.48,4,1.92,0.460,24/1/2024,5/2/2024,57.45,78.61,6.75,12.91,11.15,13.55,41.64,-0.34,At Fair Value,0,Blended,Ex-date,14,9.45,3.63,40.81,3.52,15.75,0.04,0.00,,16.90,2.38,6.34,,Banks

LLY,Eli Lilly and Company,,Health Care,11,825.62,0.63,1.19,1.3,4,5.20,1.130,14/2/2024,8/3/2024,561.65,972.53,15.11,15.21,15.04,9.89,66.04,58.17,Above Fair Value,62,Blended,Declaration date,16,67.76,27.41,20.49,6.70,65.32,1.28,0.69,24.13,95.34,55.99,6.03,,Pharmaceuticals

LMAT,"LeMaitre Vascular, Inc.",,Health Care,14,102.48,0.62,0.92,0.16,4,0.64,0.140,13/3/2024,28/3/2024,52.72,109.58,13.77,13.42,13.79,16.47,72.06,21.70,Above Fair Value,19,Blended,Ex-date,14,49.90,14.81,19.40,1.78,13.34,7.75,0.06,9.47,50.35,6.31,3.75,,Healthcare Equipment and Supplies

LMT,Lockheed Martin Corporation,,Industrials,22,517.48,2.55,2.71,3.3,4,13.20,3.150,2/12/2024,27/12/2024,413.92,618.95,5.01,6.61,7.45,9.01,46.80,22.45,At Fair Value,0,Blended,Ex-date,10,0.99,5.33,9.37,34.59,81.04,1.31,0.73,21.08,20.98,19.09,3.78,,Aerospace and Defense

LNN,Lindsay Corporation,,Industrials,22,129.4,1.11,1.09,0.36,4,1.44,0.350,16/8/2024,30/8/2024,109.27,135.20,2.92,2.75,2.61,4.37,7.15,-5.40,At Fair Value,0,Blended,Ex-date,4,-8.24,-9.95,10.92,8.73,14.15,3.93,0.22,7.89,20.55,2.80,0.22,,Machinery

LNT,Alliant Energy Corporation,,Utilities,21,61.54,3.12,3.15,0.48,4,1.92,0.453,30/1/2024,15/2/2024,46.80,64.19,6.03,6.04,6.22,6.59,30.02,6.17,At Fair Value,0,Blended,Ex-date,9,-5.70,-3.84,16.67,4.52,9.66,0.87,0.61,3.32,23.53,2.24,8.21,,Electric Utilities

LOGI,Logitech International S.A.,,Information Technology,10,84.31,1.62,1.94,1.369,1,1.37,1.188,24/9/2024,25/9/2024,74.72,102.59,-46.85,13.01,12.97,,32.25,3.17,At Fair Value,0,Blended,Ex-date,15,89.95,4.93,15.65,6.65,33.41,2.22,0.05,19.39,19.76,6.46,0.88,,"Technology Hardware, Storage and Peripherals"

LOW,"Lowe's Companies, Inc.",,Consumer Discretionary,62,270.07,1.70,1.64,1.15,4,4.60,1.100,24/7/2024,7/8/2024,205.84,287.01,4.71,19.62,17.47,19.18,33.04,12.25,At Fair Value,0,Blended,Ex-date,19,-7.41,-7.21,8.19,17.26,657.83,1.14,1.51,25.12,21.82,-11.03,0.83,,Specialty Retail

LPX,Louisiana-Pacific Corporation,,Materials,7,119.96,0.87,1.47,0.26,4,1.04,0.240,22/2/2024,8/3/2024,61.25,122.87,8.52,16.51,13.78,,97.08,22.24,Above Fair Value,60,Blended,Ex-date,15,286.60,11.08,14.29,9.25,26.33,2.93,0.19,17.31,18.37,4.52,0.29,,Paper and Forest Products

LRCX,Lam Research Corporation,,Information Technology,10,75.21,1.22,1.26,0.23,4,0.92,0.200,17/9/2024,1/10/2024,68.87,113.00,15.69,15.41,13.28,36.87,31.48,14.11,At Fair Value,0,Blended,Ex-date,15,4.98,-1.55,26.02,4.04,49.12,2.53,0.38,21.51,26.66,12.62,1.58,,Semiconductors and Semiconductor Equipment

LSTR,"Landstar System, Inc.",,Industrials,11,184.51,0.78,0.67,0.36,4,1.44,0.330,20/8/2024,10/9/2024,165.39,201.41,9.76,15.34,14.71,21.67,8.68,8.15,At Fair Value,0,Blended,Ex-date excl. specials,15,-30.15,-16.49,4.31,8.85,20.18,2.22,0.11,14.29,32.09,6.51,-30.59,,Road and Rail

LW,"Lamb Weston Holdings, Inc.",,Consumer Staples,8,77.69,1.85,1.49,0.36,4,1.44,0.280,1/2/2024,1/3/2024,52.99,111.88,25.35,13.31,11.44,,-28.79,3.27,In the Margin of Safety,-9,Blended,Ex-date,13,-38.68,9.62,9.58,5.50,37.02,1.20,0.69,11.17,14.65,4.87,1.98,,Food Products

LXP,Lexington Realty Trust,,Real Estate,5,9.22,5.86,4.69,0.135,4,0.54,0.130,31/12/2024,15/1/2025,8.23,10.57,4.01,6.54,1.41,-2.51,19.24,-3.05,Above Fair Value,4,Blended,Ex-date,7,-59.80,0.57,7.67,0.68,1.33,2.78,0.43,0.87,150.00,1.48,-3.69,,Equity Real Estate Investment Trusts (REITs)

LYB,LyondellBasell Industries N.V.,,Materials,13,77.41,6.92,5.47,1.34,4,5.36,1.250,3/6/2024,10/6/2024,76.22,107.02,6.15,5.92,4.79,7.14,6.81,7.75,In the Margin of Safety,-5,Blended,Ex-date excl. specials,12,-5.87,-1.58,5.28,10.49,15.87,2.13,0.48,7.12,14.52,2.28,-2.08,,Chemicals

MA,Mastercard Incorporated,,Information Technology,13,524.77,0.50,0.55,0.66,4,2.64,0.570,8/1/2024,9/2/2024,409.23,535.77,15.92,14.03,15.52,20.66,25.47,13.07,At Fair Value,0,Blended,Ex-date,16,15.22,11.74,45.27,15.14,177.58,1.29,0.72,41.62,37.26,61.07,2.59,,IT Services

MAA,"Mid-America Apartment Communities, Inc.",,Real Estate,15,159.19,3.69,3.28,1.47,4,5.88,1.400,11/1/2024,31/1/2024,121.51,167.39,6.61,12.56,8.85,7.26,28.99,-1.97,At Fair Value,0,Blended,Declaration date,13,-11.49,2.31,23.88,9.63,8.62,0.09,0.45,3.86,35.85,3.13,2.56,,Equity Real Estate Investment Trusts (REITs)

MAIN,Main Street Capital Corporation,,Financials,14,55.48,5.41,6.85,0.250,12,3.00,0.245,8/1/2025,15/1/2025,41.31,55.85,15.56,8.18,5.44,4.68,35.40,15.99,At Fair Value,0,Blended,Pay date excl. specials,11,11.78,9.27,89.25,-0.92,18.69,1.70,0.46,6.36,9.10,1.64,0.40,,Capital Markets

MAN,ManpowerGroup Inc.,,Industrials,14,62.22,4.95,3.45,1.54,2,3.08,1.470,3/6/2024,14/6/2024,59.35,80.25,6.37,7.40,7.47,12.23,4.40,-8.97,In the Margin of Safety,-18,Blended,Ex-date,12,-82.07,-5.29,0.22,3.65,1.66,1.15,0.40,6.45,92.92,1.60,-2.51,,Professional Services

MAS,Masco Corporation,,Industrials,11,80.39,1.44,1.64,0.29,4,1.16,0.285,21/2/2024,11/3/2024,62.95,86.70,1.77,15.49,19.20,13.88,59.76,16.99,At Fair Value,0,Blended,Ex-date,21,2.39,-1.58,10.55,5.23,570.88,1.84,0.96,24.77,22.28,-205.80,1.71,,Building Products

MATW,Matthews International Corporation,,Industrials,29,30.45,3.28,3.34,0.25,4,1.00,0.240,2/12/2024,16/12/2024,21.10,39.12,4.35,3.74,3.72,8.12,-38.40,-10.03,At Fair Value,0,Blended,Ex-date,7,0.00,-4.53,-3.33,2.57,-12.40,1.46,0.66,4.83,-12.03,1.63,0.00,,Commercial Services and Supplies

MATX,"Matson, Inc.",,Industrials,11,152.39,0.89,1.56,0.34,4,1.36,0.320,1/8/2024,5/9/2024,94.58,169.12,4.01,9.51,8.87,7.18,62.67,22.65,Above Fair Value,31,Blended,Ex-date,10,38.71,6.86,12.38,20.71,16.61,1.13,0.21,9.34,11.82,1.86,0.28,,Marine

MBCN,Middlefield Banc Corp.,,Financials,6,31,2.58,2.84,0.2,4,0.80,0.170,1/12/2022,15/12/2022,20.61,37.00,0.00,8.29,7.40,4.41,17.21,9.94,Above Fair Value,4,Blended,Ex-date excl. specials,10,-21.57,-6.24,21.99,2.80,7.03,0.05,0.00,,16.38,1.11,-6.36,,Banks

MBIN,Merchants Bancorp,,Financials,7,39.68,0.91,1.11,0.09,4,0.36,0.080,14/3/2024,1/4/2024,35.56,53.27,12.91,14.48,14.23,,63.60,20.78,At Fair Value,0,Blended,Ex-date,15,16.59,25.90,49.76,-2.02,16.93,0.39,0.00,,7.44,1.39,0.21,,Thrifts and Mortgage Finance

MBWM,Mercantile Bank Corporation,,Financials,12,50.6,2.85,4.30,0.36,4,1.44,0.350,6/9/2024,18/9/2024,33.46,52.98,6.07,6.47,6.13,11.30,46.82,15.26,At Fair Value,0,Blended,Ex-date excl. specials,9,-5.53,2.07,36.01,2.11,15.01,0.09,0.00,,8.81,1.21,0.78,,Banks

MCD,McDonald's Corporation,,Consumer Discretionary,49,299.47,2.36,2.27,1.77,4,7.08,1.670,2/12/2024,16/12/2024,243.53,317.90,9.87,8.99,7.57,7.51,18.39,10.58,At Fair Value,0,Blended,Ex-date,10,0.24,3.70,31.79,12.92,140.58,0.78,1.11,15.83,26.61,-42.16,3.22,,"Hotels, Restaurants and Leisure"

MCHP,Microchip Technology Incorporated,,Information Technology,21,58.25,3.12,1.68,0.455,4,1.82,0.454,22/11/2024,6/12/2024,57.96,100.57,21.37,30.69,19.70,9.72,5.06,3.38,In the Margin of Safety,-30,Blended,Fiscal year ex-date,23,-68.50,-38.55,14.22,3.17,11.81,0.89,0.51,5.51,55.30,6.88,4.44,,Semiconductors and Semiconductor Equipment

MCK,McKesson Corporation,,Health Care,17,607.52,0.47,0.72,0.71,4,2.84,0.620,30/8/2024,1/10/2024,431.35,637.51,14.74,14.11,10.22,10.35,14.26,36.15,Above Fair Value,17,Blended,Ex-date,11,-23.82,13.43,0.77,39.26,-127.00,0.91,1.58,51.60,25.44,-20.81,0.00,,Healthcare Providers and Services

MCO,Moody's Corporation,,Financials,15,491.16,0.69,0.85,0.85,4,3.40,0.770,22/2/2024,15/3/2024,360.05,503.95,10.30,11.12,11.35,11.79,51.35,11.13,Above Fair Value,8,Blended,Ex-date,12,33.17,20.44,29.05,14.49,54.02,1.67,0.67,15.75,43.20,22.03,4.45,,Capital Markets

MDLZ,"Mondelez International, Inc.",,Consumer Staples,11,63.24,2.97,2.31,0.47,4,1.88,0.425,30/9/2024,14/10/2024,62.43,77.20,10.45,10.46,10.38,11.84,8.82,10.77,In the Margin of Safety,-11,Blended,Ex-date,13,-15.79,2.14,10.56,3.73,13.56,0.63,0.43,7.88,26.01,3.54,62.36,,Food Products

MDT,Medtronic plc,,Health Care,47,84.14,3.33,2.79,0.7,4,2.80,0.690,28/6/2024,12/7/2024,75.96,92.68,1.46,4.74,5.98,9.28,18.79,-7.57,In the Margin of Safety,-8,Blended,Declaration date,9,6.41,3.25,13.00,5.51,8.62,1.84,0.37,5.31,27.61,2.40,-17.67,,Healthcare Equipment and Supplies

MDU,"MDU Resources Group, Inc.",,Utilities,33,19.47,2.67,3.13,0.13,4,0.52,0.125,12/9/2024,1/10/2024,14.92,30.52,-36.28,-15.94,-9.02,-3.35,43.10,0.19,Above Fair Value,1,Blended,Ex-date,-6,-4.77,-8.20,8.92,2.95,13.57,1.15,0.46,5.22,14.17,1.83,3.68,,Multi-Utilities

MED,"Medifast, Inc.",,Consumer Staples,8,19.96,,,,,,1.640,27/3/2023,9/5/2023,17.07,76.42,0.00,0.00,0.00,,-74.43,-51.99,In the Margin of Safety,-77,Blended,Pay date,,-93.91,-44.64,1.09,3.66,3.66,3.11,0.08,6.63,28.54,0.99,-0.80,,Personal Products

MET,"MetLife, Inc.",,Financials,12,85.88,2.54,3.40,0.545,4,2.18,0.520,6/5/2024,11/6/2024,63.19,89.05,4.42,4.25,4.37,5.48,35.40,13.64,Above Fair Value,3,Blended,Ex-date,7,62.00,12.39,5.28,21.14,13.26,1.59,0.61,3.74,16.63,1.86,-2.07,,Insurance

MGA,Magna International Inc.,,Consumer Discretionary,15,45.79,4.15,3.50,0.475,4,1.90,0.460,22/2/2024,8/3/2024,38.01,60.32,3.01,3.71,5.76,9.96,-20.45,-15.61,In the Margin of Safety,-16,Blended,Ex-date,10,3.51,1.80,2.53,11.51,9.50,1.14,0.38,6.45,10.94,0.97,-1.46,,Auto Components

MGEE,"MGE Energy, Inc.",,Utilities,49,100.92,1.78,2.21,0.45,4,1.80,0.428,30/8/2024,15/9/2024,61.94,109.22,5.01,4.98,4.89,4.67,36.60,9.98,Above Fair Value,7,Blended,Ex-date,7,-0.06,-6.74,18.15,7.01,10.19,1.41,0.40,4.94,27.89,2.78,4.98,,Electric Utilities

MGRC,McGrath RentCorp,,Industrials,32,121.65,1.56,2.17,0.475,4,1.90,0.465,15/4/2024,30/4/2024,95.50,130.86,2.18,3.21,5.63,6.85,6.86,15.83,At Fair Value,0,Blended,Ex-date,7,95.10,12.06,25.30,12.81,22.42,1.72,0.36,8.99,11.49,2.37,0.62,,Commercial Services and Supplies

MKC,"McCormick & Company, Incorporated",,Consumer Staples,25,78.14,2.30,1.80,0.45,4,1.80,0.420,30/12/2024,13/1/2025,63.88,85.49,7.15,7.46,8.16,8.58,11.43,2.52,In the Margin of Safety,-5,Blended,Ex-date excl. specials,10,22.49,1.12,11.87,3.88,15.07,0.72,0.46,6.78,27.11,3.97,12.76,,Food Products

MKC.V,"McCormick & Company, Incorporated",,Consumer Staples,38,78.15,2.30,1.77,0.45,4,1.80,0.420,30/12/2024,13/1/2025,63.39,85.02,7.15,7.46,8.16,8.58,7.17,1.90,In the Margin of Safety,-5,Blended,Ex-date excl. specials,10,22.49,1.12,11.87,3.88,15.07,0.72,0.46,6.78,26.83,3.93,12.62,,Food Products

MKTX,MarketAxess Holdings Inc.,,Financials,15,243.96,1.21,0.97,0.74,4,2.96,0.720,13/2/2024,28/2/2024,192.42,297.97,2.80,4.46,8.56,17.04,21.53,-14.33,In the Margin of Safety,-17,Blended,Ex-date excl. specials,10,11.99,10.74,34.33,9.32,21.63,14.22,0.06,15.45,34.63,6.98,5.37,,Capital Markets

MLM,"Martin Marietta Materials, Inc.",,Materials,9,582.39,0.54,0.73,0.79,4,3.16,0.740,3/9/2024,30/9/2024,458.58,633.23,10.67,9.07,8.63,6.53,31.88,17.12,Above Fair Value,7,Blended,Ex-date,9,81.86,-2.00,30.46,21.57,23.44,2.34,0.33,6.67,16.68,3.59,0.59,,Construction Materials

MMC,"Marsh & McLennan Companies, Inc.",,Financials,15,228.26,1.43,1.40,0.815,4,3.26,0.710,25/7/2024,15/8/2024,184.28,235.50,18.75,15.13,11.62,11.08,18.95,15.42,At Fair Value,0,Blended,Ex-date,13,16.51,7.85,16.83,8.39,32.05,1.14,0.52,14.59,27.28,8.01,1.22,,Insurance

MNRO,"Monro, Inc.",,Consumer Discretionary,10,26.81,4.18,2.85,0.28,4,1.12,0.260,3/6/2022,20/6/2022,21.00,33.98,0.00,6.02,5.93,8.85,8.12,-18.17,In the Margin of Safety,-24,Blended,Ex-date,10,-21.16,-5.63,2.24,3.82,4.05,0.54,0.47,3.01,33.41,1.33,-1.81,,Specialty Retail

MO,"Altria Group, Inc.",,Consumer Staples,54,56.91,7.17,8.45,1.02,4,4.08,0.980,16/9/2024,10/10/2024,39.25,58.04,4.22,4.41,4.10,7.29,32.55,12.94,At Fair Value,0,Blended,Ex-date,11,20.49,-0.97,50.52,4.98,271.20,0.44,1.16,34.29,8.64,-24.97,0.20,,Tobacco

MOFG,"MidWestOne Financial Group, Inc.",,Financials,13,33.61,2.89,3.88,0.243,4,0.97,0.238,28/2/2023,15/3/2023,19.43,34.56,0.52,2.72,3.87,5.65,46.32,1.88,Above Fair Value,5,Blended,Ex-date,7,0.00,-79.02,-201.46,2.47,-13.85,0.05,0.00,,-6.09,1.06,0.00,,Banks

MORN,"Morningstar, Inc.",,Financials,11,357.07,0.45,0.64,0.405,4,1.62,0.375,4/1/2024,31/1/2024,269.51,359.50,34.35,17.02,12.86,12.13,37.22,7.90,Above Fair Value,18,Blended,Pay date,13,358.09,12.56,14.69,13.48,23.24,1.15,0.40,10.09,41.79,8.75,2.92,,Capital Markets

MOS,The Mosaic Company,,Materials,6,25.61,3.28,1.61,0.21,4,0.84,0.200,6/3/2024,21/3/2024,24.12,38.30,10.67,49.19,40.80,-1.85,-22.69,-7.31,In the Margin of Safety,-19,Blended,Ex-date,44,-70.83,-23.77,3.25,5.03,3.35,1.20,0.27,3.10,23.24,0.73,0.00,,Chemicals

MPLX,MPLX LP,,Energy,12,49.68,7.70,10.57,0.957,4,3.83,0.850,8/11/2024,15/11/2024,35.51,51.94,9.68,7.33,5.44,10.27,36.37,27.53,Above Fair Value,1,Blended,Ex-date excl. specials,13,21.87,6.21,39.41,5.70,32.18,0.99,0.62,8.00,10.49,3.35,0.81,,"Oil, Gas and Consumable Fuels"

MPWR,"Monolithic Power Systems, Inc.",,Information Technology,7,572.32,0.87,0.66,1.25,4,5.00,1.000,27/3/2024,15/4/2024,546.71,959.64,26.67,27.35,25.93,31.82,101.38,24.91,In the Margin of Safety,-9,Blended,Ex-date,27,-5.67,11.63,21.30,15.96,20.22,6.42,0.01,14.05,103.27,19.18,3.46,,Semiconductors and Semiconductor Equipment

MRK,"Merck & Co., Inc.",,Health Care,14,103.55,3.13,3.04,0.81,4,3.24,0.770,16/12/2024,8/1/2025,94.48,134.63,5.48,5.81,6.97,5.76,13.23,18.16,At Fair Value,0,Blended,Ex-date,10,163.97,6.51,19.23,7.21,28.34,1.37,0.47,14.87,23.69,6.47,4.05,,Pharmaceuticals

MS,Morgan Stanley,,Financials,11,130.32,2.84,3.12,0.925,4,3.70,0.850,31/7/2024,15/8/2024,79.62,136.24,9.45,25.70,22.69,27.76,32.82,6.02,At Fair Value,0,Blended,Ex-date,26,17.70,9.19,19.21,-17.65,11.08,2.17,0.81,,15.68,1.79,2.24,,Capital Markets

MSA,MSA Safety Incorporated,,Industrials,53,173.46,1.18,1.29,0.51,4,2.04,0.470,14/5/2024,10/6/2024,160.02,200.61,5.38,4.05,4.15,4.86,13.74,8.10,At Fair Value,0,Blended,Ex-date excl. specials,5,710.90,3.94,15.16,8.83,27.85,2.68,0.36,15.48,25.56,6.39,1.65,,Commercial Services and Supplies

MSBI,"Midland States Bancorp, Inc.",,Financials,8,26.95,4.60,5.76,0.31,4,1.24,0.300,15/2/2024,23/2/2024,20.54,28.47,3.37,3.56,5.36,,14.82,1.54,Above Fair Value,13,Blended,Ex-date,10,-33.12,-13.48,23.02,7.62,7.57,0.03,0.00,,9.71,0.68,-8.01,,Banks

MSCI,MSCI Inc.,,Financials,10,609.91,1.05,0.91,1.6,4,6.40,1.380,15/2/2024,29/2/2024,439.95,631.70,14.66,22.29,20.63,,14.94,-0.39,At Fair Value,0,Blended,Ex-date,22,26.84,16.06,43.07,18.49,514.35,0.94,1.20,25.09,38.14,-60.84,2.30,,Capital Markets

MSEX,Middlesex Water Company,,Utilities,21,61.07,2.23,1.63,0.34,4,1.36,0.325,15/11/2024,2/12/2024,45.42,73.47,4.01,6.05,6.26,5.52,0.66,-12.64,In the Margin of Safety,-13,Blended,Ex-date,8,24.63,10.14,22.53,2.82,9.55,0.66,0.47,4.19,28.23,2.64,9.03,,Water Utilities

MSFT,Microsoft Corporation,,Information Technology,22,442.62,0.75,0.89,0.83,4,3.32,0.750,21/11/2024,12/12/2024,364.13,468.35,10.30,10.23,10.28,10.36,37.30,16.13,At Fair Value,0,Blended,Fiscal year ex-date excl. specials,11,17.52,16.44,35.61,16.44,35.61,1.31,0.26,19.89,35.34,11.13,1.99,,Software

MSI,"Motorola Solutions, Inc.",,Information Technology,13,494.97,0.88,1.30,1.09,4,4.36,0.980,13/12/2024,15/1/2025,307.09,507.82,11.37,11.35,11.45,11.94,66.96,26.19,Above Fair Value,29,Blended,Ex-date,12,-7.87,8.33,14.66,15.40,182.53,1.25,0.84,23.81,47.62,56.19,5.88,,Communications Equipment

MTB,M&T Bank Corporation,,Financials,8,212.42,2.54,3.50,1.35,4,5.40,1.300,3/6/2024,28/6/2024,128.31,225.70,3.93,6.40,5.79,6.59,46.10,9.68,Above Fair Value,10,Blended,Ex-date,8,-21.99,-9.03,28.11,16.42,8.68,0.21,0.00,,13.12,1.12,-25.58,,Banks

